상품명,브랜드/판매자,가격,배송정보,평점정보,성분정보,링크,이미지URL,텍스트
댕이네맛집 고기껌 오리 8개입 4묶음,댕이네맛집,"6,000원",대통령배송,"5
(8)",,https://dogpre.com/product/101435?bundleOptionId=282058,https://img.funnc.com/mobile/dogpre/product/102/101435_list_L1_01202981.png,"댕이네맛집
댕이네맛집 고기껌 오리 8개입 4묶음
6,000원
대통령배송
5
(8)"
댕이네맛집 고기껌 치킨 8개입 4묶음,댕이네맛집,"6,000원",대통령배송,"5
(4)",,https://dogpre.com/product/101436?bundleOptionId=282056,https://img.funnc.com/mobile/dogpre/product/102/101436_list_L1_01684534.png,"댕이네맛집
댕이네맛집 고기껌 치킨 8개입 4묶음
6,000원
대통령배송
5
(4)"
THINK YOUR DOG TEETH 소고기 우유껌 본 32개입,THINK YOUR DOG TEETH,"12,900원",대통령배송,"4
(1)",,https://dogpre.com/product/106480,https://img.funnc.com/mobile/dogpre/product/107/106480_list_L1_01234312.png,"2일 남음
THINK YOUR DOG TEETH
THINK YOUR DOG TEETH 소고기 우유껌 본 32개입
15,900원
19% 12,900원
대통령배송
4
(1)"
THINK YOUR DOG TEETH 치킨우유껌스틱 24개입,THINK YOUR DOG TEETH,"7,900원",대통령배송,"4.8
(426)",,https://dogpre.com/product/106466,https://img.funnc.com/mobile/dogpre/product/107/106466_list_L1_01196998.png,"THINK YOUR DOG TEETH
THINK YOUR DOG TEETH 치킨우유껌스틱 24개입
7,900원
대통령배송
4.8
(426)"
THINK YOUR DOG TEETH 연어우유껌 중 6개입,THINK YOUR DOG TEETH,"7,900원",대통령배송,"4.7
(81)",,https://dogpre.com/product/106462,https://img.funnc.com/mobile/dogpre/product/107/106462_list_L1_01835715.png,"THINK YOUR DOG TEETH
THINK YOUR DOG TEETH 연어우유껌 중 6개입
7,900원
대통령배송
4.7
(81)"
THINK YOUR DOG TEETH 소고기우유껌 중 6개입,THINK YOUR DOG TEETH,"7,900원",대통령배송,"5
(3)",,https://dogpre.com/product/106457,https://img.funnc.com/mobile/dogpre/product/107/106457_list_L1_01651019.jpg,"THINK YOUR DOG TEETH
THINK YOUR DOG TEETH 소고기우유껌 중 6개입
7,900원
대통령배송
5
(3)"
THINK YOUR DOG TEETH 오리딩고 우유껌 중 6개입,THINK YOUR DOG TEETH,"7,900원",대통령배송,"4.8
(54)",,https://dogpre.com/product/106453,https://img.funnc.com/mobile/dogpre/product/107/106453_list_L1_01279889.png,"THINK YOUR DOG TEETH
THINK YOUR DOG TEETH 오리딩고 우유껌 중 6개입
7,900원
대통령배송
4.8
(54)"
THINK YOUR DOG TEETH 오리우유껌스틱 24개입,THINK YOUR DOG TEETH,"7,900원",대통령배송,"5
(1)",,https://dogpre.com/product/106451,https://img.funnc.com/mobile/dogpre/product/107/106451_list_L1_01569410.png,"THINK YOUR DOG TEETH
THINK YOUR DOG TEETH 오리우유껌스틱 24개입
7,900원
대통령배송
5
(1)"
THINK YOUR DOG TEETH 소가죽우유껌 44개입,THINK YOUR DOG TEETH,"7,400원",대통령배송,"4.7
(101)",,https://dogpre.com/product/106447,https://img.funnc.com/mobile/dogpre/product/107/106447_list_L1_01534953.png,"THINK YOUR DOG TEETH
THINK YOUR DOG TEETH 소가죽우유껌 44개입
7,400원
대통령배송
4.7
(101)"
우리주 이뽀이뽀 치카껌 해조류 50개입,우리주,"24,800원",무료배송,"5
(43)",,https://dogpre.com/product/106011,https://img.funnc.com/mobile/dogpre/product/107/106011_list_L1_01316405.jpg,"우리주
우리주 이뽀이뽀 치카껌 해조류 50개입
24,800원
무료배송
5
(43)"
우리주 이뽀이뽀 치카껌 후르츠 50개입,우리주,"24,800원",무료배송,"5
(43)",,https://dogpre.com/product/106009,https://img.funnc.com/mobile/dogpre/product/107/106009_list_L1_01462429.jpg,"우리주
우리주 이뽀이뽀 치카껌 후르츠 50개입
24,800원
무료배송
5
(43)"
고기랑 껌이랑 치킨 8개입,헤세드요셉,"2,300원",대통령배송,"5
(4)",,https://dogpre.com/product/105866,https://img.funnc.com/mobile/dogpre/product/106/105866_list_L1_01455051.jpg,"헤세드요셉
고기랑 껌이랑 치킨 8개입
2,300원
대통령배송
5
(4)"
고기랑 껌이랑 소고기 8개입,헤세드요셉,"2,300원",대통령배송,"5
(3)",,https://dogpre.com/product/105862,https://img.funnc.com/mobile/dogpre/product/106/105862_list_L1_01443718.jpg,"헤세드요셉
고기랑 껌이랑 소고기 8개입
2,300원
대통령배송
5
(3)"
고기랑 껌이랑 대구 8개입,헤세드요셉,"2,000원",대통령배송,"4.7
(3)",,https://dogpre.com/product/105861,https://img.funnc.com/mobile/dogpre/product/106/105861_list_L1_01049434.jpg,"1일 남음
헤세드요셉
고기랑 껌이랑 대구 8개입
3,300원
39% 2,000원
대통령배송
4.7
(3)"
아껴줄게 딸기 우유 치실껌 SS 7개입,아껴줄게,"3,800원",대통령배송,"5
(2)",,https://dogpre.com/product/105573,https://img.funnc.com/mobile/dogpre/product/106/105573_list_L1_01338873.jpg,"아껴줄게
아껴줄게 딸기 우유 치실껌 SS 7개입
3,800원
대통령배송
5
(2)"
아껴줄게 사과 우유 치실껌 SS 7개입,아껴줄게,"3,800원",대통령배송,"4.8
(4)",,https://dogpre.com/product/105570,https://img.funnc.com/mobile/dogpre/product/106/105570_list_L1_01326342.jpg,"아껴줄게
아껴줄게 사과 우유 치실껌 SS 7개입
3,800원
대통령배송
4.8
(4)"
굿데이 콜라겐 요구르트 스틱껌 8개입,굿데이,"2,700원",대통령배송,"5
(1)",,https://dogpre.com/product/105489,https://img.funnc.com/mobile/dogpre/product/106/105489_list_L1_01451021.jpg,"굿데이
굿데이 콜라겐 요구르트 스틱껌 8개입
2,700원
대통령배송
5
(1)"
굿데이 맛있는 유산균껌 황태 혼합 300g,굿데이,"7,900원",대통령배송,"5
(1)",,https://dogpre.com/product/105472,https://img.funnc.com/mobile/dogpre/product/106/105472_list_L1_01723673.jpg,"굿데이
굿데이 맛있는 유산균껌 황태 혼합 300g
7,900원
대통령배송
5
(1)"
굿데이 맛있는 유산균껌 연어 혼합 300g,굿데이,"7,400원",대통령배송,"4.8
(37)",,https://dogpre.com/product/105471,https://img.funnc.com/mobile/dogpre/product/106/105471_list_L1_01906751.jpg,"12:34:19
남음
굿데이
굿데이 맛있는 유산균껌 연어 혼합 300g
9,900원
25% 7,400원
대통령배송
4.8
(37)"
굿데이 맛있는 유산균껌 소고기 혼합 300g,굿데이,"7,900원",대통령배송,"4
(2)",,https://dogpre.com/product/105470,https://img.funnc.com/mobile/dogpre/product/106/105470_list_L1_01996563.jpg,"굿데이
굿데이 맛있는 유산균껌 소고기 혼합 300g
7,900원
대통령배송
4
(2)"
굿데이 맛있는 유산균껌 블루베리 혼합 300g,굿데이,"7,900원",대통령배송,"4.7
(101)",,https://dogpre.com/product/105469,https://img.funnc.com/mobile/dogpre/product/106/105469_list_L1_01277757.jpg,"굿데이
굿데이 맛있는 유산균껌 블루베리 혼합 300g
7,900원
대통령배송
4.7
(101)"
허글 덴탈사각츄 피모&장건강 15개입,허글,"13,900원",무료배송,"5
(1)",,https://dogpre.com/product/105324,https://img.funnc.com/mobile/dogpre/product/106/105324_list_L1_01052550.jpg,"허글
허글 덴탈사각츄 피모&장건강 15개입
13,900원
무료배송
5
(1)"
구루머스 치킨 우유껌 7개입 8묶음,구루머스,"13,200원",대통령배송,"4.7
(13,262)",,https://dogpre.com/product/18984?bundleOptionId=261172,https://img.funnc.com/mobile/dogpre/product/105/104683_list_L1_0026.png,"구루머스
구루머스 치킨 우유껌 7개입 8묶음
13,200원
대통령배송
4.7
(13,262)"
너를위한 디저트 꽈배기껌 소고기 120g,너를위한디저트,"3,500원",대통령배송,"5
(1)",,https://dogpre.com/product/104676,https://img.funnc.com/mobile/dogpre/product/105/104676_list_L1_01262132.png,"너를위한디저트
너를위한 디저트 꽈배기껌 소고기 120g
3,500원
대통령배송
5
(1)"
너를위한 디저트 꽈배기껌 오리고기 120g,너를위한디저트,"3,000원",대통령배송,"4.5
(4)",,https://dogpre.com/product/104675,https://img.funnc.com/mobile/dogpre/product/105/104675_list_L1_01393197.png,"2일 남음
너를위한디저트
너를위한 디저트 꽈배기껌 오리고기 120g
4,400원
32% 3,000원
대통령배송
4.5
(4)"
너를위한 디저트 꽈배기껌 닭고기 120g,너를위한디저트,"3,500원",대통령배송,"5
(1)",,https://dogpre.com/product/104674,https://img.funnc.com/mobile/dogpre/product/105/104674_list_L1_01715971.png,"너를위한디저트
너를위한 디저트 꽈배기껌 닭고기 120g
4,400원
32% 3,500원
대통령배송
5
(1)"
한입뚝딱 덴탈츄 실꼬리돔과 코코넛 330g,펫토리아,"9,900원",무료배송,"5
(1)",,https://dogpre.com/product/104570,https://img.funnc.com/mobile/dogpre/product/105/104570_list_L1_01965110.jpg,"펫토리아
한입뚝딱 덴탈츄 실꼬리돔과 코코넛 330g
9,900원
무료배송
5
(1)"
쏨달펫 찹찹 덴탈껌 장&유산균 30개입,쏨달펫,"12,900원",무료배송,"4.9
(37)",,https://dogpre.com/product/104202,https://img.funnc.com/mobile/dogpre/product/105/104202_list_L1_02335358.png,"쏨달펫
쏨달펫 찹찹 덴탈껌 장&유산균 30개입
15,900원
10% 12,900원
무료배송
4.9
(37)"
쏨달펫 찹찹 덴탈껌 눈&피부 30개입,쏨달펫,"12,900원",무료배송,"4.9
(37)",,https://dogpre.com/product/104201,https://img.funnc.com/mobile/dogpre/product/105/104201_list_L1_02695331.png,"쏨달펫
쏨달펫 찹찹 덴탈껌 눈&피부 30개입
15,900원
10% 12,900원
무료배송
4.9
(37)"
쏨달펫 찹찹 덴탈껌 관절&뼈 30개입,쏨달펫,"12,900원",무료배송,"4.9
(37)",,https://dogpre.com/product/104199,https://img.funnc.com/mobile/dogpre/product/105/104199_list_L1_02354907.png,"쏨달펫
쏨달펫 찹찹 덴탈껌 관절&뼈 30개입
15,900원
10% 12,900원
무료배송
4.9
(37)"
하림펫푸드 밥이보약 덴탈플러스 건강츄 관절 84g,하림펫푸드,"13,000원",대통령배송,"5
(1)",,https://dogpre.com/product/104048,https://img.funnc.com/mobile/dogpre/product/105/104048_list_L1_01292329.png,"하림펫푸드
하림펫푸드 밥이보약 덴탈플러스 건강츄 관절 84g
13,000원
대통령배송
5
(1)"
하림펫푸드 밥이보약 덴탈플러스 건강츄 장 84g,하림펫푸드,"13,000원",대통령배송,"5
(3)",,https://dogpre.com/product/104047,https://img.funnc.com/mobile/dogpre/product/105/104047_list_L1_01869015.png,"하림펫푸드
하림펫푸드 밥이보약 덴탈플러스 건강츄 장 84g
13,000원
대통령배송
5
(3)"
하림펫푸드 밥이보약 덴탈플러스 건강츄 면역 84g,하림펫푸드,"13,000원",대통령배송,"5
(2)",,https://dogpre.com/product/104046,https://img.funnc.com/mobile/dogpre/product/105/104046_list_L1_01886522.png,"하림펫푸드
하림펫푸드 밥이보약 덴탈플러스 건강츄 면역 84g
13,000원
대통령배송
5
(2)"
카누들 플러스 덴탈껌 XL 대형견용 20개입,카누들,"36,000원",대통령배송,"4.9
(297)",,https://dogpre.com/product/103224,https://img.funnc.com/mobile/dogpre/product/104/103224_list_L1_01391066.png,"카누들
카누들 플러스 덴탈껌 XL 대형견용 20개입
36,000원
대통령배송
4.9
(297)"
카누들 플러스 덴탈껌 L 중대형견용 32개입,카누들,"36,000원",대통령배송,"4.9
(687)",,https://dogpre.com/product/103223,https://img.funnc.com/mobile/dogpre/product/104/103223_list_L1_01798908.png,"카누들
카누들 플러스 덴탈껌 L 중대형견용 32개입
36,000원
대통령배송
4.9
(687)"
카누들 플러스 덴탈껌 M 중소형견용 53개입,카누들,"36,000원",대통령배송,"4.9
(1,698)",,https://dogpre.com/product/103222,https://img.funnc.com/mobile/dogpre/product/104/103222_list_L1_01768608.png,"카누들
카누들 플러스 덴탈껌 M 중소형견용 53개입
36,000원
대통령배송
4.9
(1,698)"
프레시탭 잘했어 유산균이 들어간 츄러스 덴탈껌 바나나 13개입 3묶음,프레시탭,"12,000원",무료배송,"5
(2)",,https://dogpre.com/product/103202,https://img.funnc.com/mobile/dogpre/product/104/103202_list_L1_01127452.png,"프레시탭
프레시탭 잘했어 유산균이 들어간 츄러스 덴탈껌 바나나 13개입 3묶음
12,000원
무료배송
5
(2)"
아침애 치즈껌과 소고기 80g 4묶음,아침애,"15,200원",대통령배송,"4.7
(2,033)",,https://dogpre.com/product/23619?bundleOptionId=236655,https://img.funnc.com/mobile/dogpre/product/103/102704_list_L1_1875.png,"아침애
아침애 치즈껌과 소고기 80g 4묶음
15,200원
대통령배송
4.7
(2,033)"
아껴줄게 혼합 과일 우유치실껌 SS 32개입,아껴줄게,"20,000원",대통령배송,"4.9
(17)",,https://dogpre.com/product/102407,https://img.funnc.com/mobile/dogpre/product/103/102407_list_L1_01421481.png,"아껴줄게
아껴줄게 혼합 과일 우유치실껌 SS 32개입
20,000원
대통령배송
4.9
(17)"
아껴줄게 유산균껌 당근 혼합 140g,아껴줄게,"6,000원",대통령배송,"4.9
(31)",,https://dogpre.com/product/102404,https://img.funnc.com/mobile/dogpre/product/103/102404_list_L1_01471766.png,"아껴줄게
아껴줄게 유산균껌 당근 혼합 140g
6,000원
대통령배송
4.9
(31)"
아껴줄게 유산균껌 소고기 혼합 140g,아껴줄게,"4,500원",대통령배송,"4.9
(19)",,https://dogpre.com/product/102403,https://img.funnc.com/mobile/dogpre/product/103/102403_list_L1_01598136.png,"1일 남음
아껴줄게
아껴줄게 유산균껌 소고기 혼합 140g
6,000원
25% 4,500원
대통령배송
4.9
(19)"
아껴줄게 유산균껌 블루베리 혼합 140g,아껴줄게,"6,000원",대통령배송,"4.8
(23)",,https://dogpre.com/product/102401,https://img.funnc.com/mobile/dogpre/product/103/102401_list_L1_01388886.png,"아껴줄게
아껴줄게 유산균껌 블루베리 혼합 140g
6,000원
25% 6,000원
대통령배송
4.8
(23)"
네츄럴코어 덴탈 프루츠빈 바나나 50g,네츄럴코어,"3,600원",대통령배송,"4.7
(21)",,https://dogpre.com/product/102041,https://img.funnc.com/mobile/dogpre/product/103/102041_list_L1_01323385.png,"네츄럴코어
네츄럴코어 덴탈 프루츠빈 바나나 50g
3,600원
대통령배송
4.7
(21)"
네츄럴코어 덴탈 프루츠빈 블루베리 50g,네츄럴코어,"3,600원",대통령배송,"4.6
(33)",,https://dogpre.com/product/102040,https://img.funnc.com/mobile/dogpre/product/103/102040_list_L1_01415359.png,"네츄럴코어
네츄럴코어 덴탈 프루츠빈 블루베리 50g
3,600원
대통령배송
4.6
(33)"
네츄럴코어 덴탈 프루츠빈 바나나&블루베리 50g,네츄럴코어,"3,600원",대통령배송,"4.5
(94)",,https://dogpre.com/product/101529,https://img.funnc.com/mobile/dogpre/product/102/101529_list_L1_01025583.png,"네츄럴코어
네츄럴코어 덴탈 프루츠빈 바나나&블루베리 50g
3,600원
대통령배송
4.5
(94)"
댕이네맛집 고기껌 치킨 8개입,댕이네맛집,"1,800원",대통령배송,"5
(4)",,https://dogpre.com/product/101436?bundleOptionId=282055,https://img.funnc.com/mobile/dogpre/product/102/101436_list_L1_01684534.png,"댕이네맛집
댕이네맛집 고기껌 치킨 8개입
1,800원
4개 구매 시 개당 1,500원
대통령배송
5
(4)"
댕이네맛집 고기껌 오리 8개입,댕이네맛집,"1,800원",대통령배송,"5
(8)",,https://dogpre.com/product/101435?bundleOptionId=282057,https://img.funnc.com/mobile/dogpre/product/102/101435_list_L1_01202981.png,"댕이네맛집
댕이네맛집 고기껌 오리 8개입
1,800원
4개 구매 시 개당 1,500원
대통령배송
5
(8)"
댕이네맛집 고기껌 연어 8개입,댕이네맛집,"1,800원",대통령배송,"5
(14)",,https://dogpre.com/product/101434?bundleOptionId=282061,https://img.funnc.com/mobile/dogpre/product/102/101434_list_L1_01924189.png,"댕이네맛집
댕이네맛집 고기껌 연어 8개입
1,800원
4개 구매 시 개당 1,500원
대통령배송
5
(14)"
댕이네맛집 고기껌 소고기 8개입,댕이네맛집,"1,800원",대통령배송,"5
(5)",,https://dogpre.com/product/101433?bundleOptionId=282059,https://img.funnc.com/mobile/dogpre/product/102/101433_list_L1_01388877.png,"댕이네맛집
댕이네맛집 고기껌 소고기 8개입
1,800원
4개 구매 시 개당 1,500원
대통령배송
5
(5)"
프리시즌 딩고껌 연어 스틱 30개입,프리시즌,"6,500원",대통령배송,"4.8
(46)",,https://dogpre.com/product/101368,https://img.funnc.com/mobile/dogpre/product/102/101368_list_L1_01362748.png,"프리시즌
프리시즌 딩고껌 연어 스틱 30개입
9,000원
21% 6,500원
대통령배송
4.8
(46)"
프리시즌 딩고껌 연어 25개입,프리시즌,"6,500원",대통령배송,"4.7
(32)",,https://dogpre.com/product/101367,https://img.funnc.com/mobile/dogpre/product/102/101367_list_L1_01179398.png,"프리시즌
프리시즌 딩고껌 연어 25개입
9,000원
21% 6,500원
대통령배송
4.7
(32)"
프리시즌 딩고껌 연어 10개입,프리시즌,"6,000원",대통령배송,"4.8
(16)",,https://dogpre.com/product/101366,https://img.funnc.com/mobile/dogpre/product/102/101366_list_L1_01881322.png,"2일 남음
프리시즌
프리시즌 딩고껌 연어 10개입
9,000원
33% 6,000원
대통령배송
4.8
(16)"
프리시즌 딩고껌 연어 5개입,프리시즌,"6,500원",대통령배송,"4.9
(11)",,https://dogpre.com/product/101365,https://img.funnc.com/mobile/dogpre/product/102/101365_list_L1_01985481.png,"프리시즌
프리시즌 딩고껌 연어 5개입
9,000원
33% 6,500원
대통령배송
4.9
(11)"
프리시즌 딩고껌 소고기 25개입,프리시즌,"6,500원",대통령배송,"4.8
(34)",,https://dogpre.com/product/101363,https://img.funnc.com/mobile/dogpre/product/102/101363_list_L1_01786722.png,"프리시즌
프리시즌 딩고껌 소고기 25개입
9,000원
33% 6,500원
대통령배송
4.8
(34)"
프리시즌 딩고껌 소고기 10개입,프리시즌,"6,500원",대통령배송,"4.6
(11)",,https://dogpre.com/product/101362,https://img.funnc.com/mobile/dogpre/product/102/101362_list_L1_01382944.png,"프리시즌
프리시즌 딩고껌 소고기 10개입
9,000원
33% 6,500원
대통령배송
4.6
(11)"
프리시즌 딩고껌 소고기 5개입,프리시즌,"6,000원",대통령배송,"4.7
(9)",,https://dogpre.com/product/101361,https://img.funnc.com/mobile/dogpre/product/102/101361_list_L1_01739065.png,"12:19:16
남음
프리시즌
프리시즌 딩고껌 소고기 5개입
9,000원
33% 6,000원
대통령배송
4.7
(9)"
뉴알엑스 홍삼 한우 소프트껌 황태&녹색입홍합 12개입,뉴알엑스,"5,000원",대통령배송,"4.9
(30)",,https://dogpre.com/product/100610,https://img.funnc.com/mobile/dogpre/product/101/100610_list_L1_01628064.png,"뉴알엑스
뉴알엑스 홍삼 한우 소프트껌 황태&녹색입홍합 12개입
5,000원
대통령배송
4.9
(30)"
건강백서 건강까지 챙기는 쌀로 만든 껌 120g 4묶음,뉴트리나,"21,500원",대통령배송,"4.6
(1,387)",,https://dogpre.com/product/22504?bundleOptionId=198976,https://img.funnc.com/mobile/dogpre/product/100/99154_list_L1_6913.png,"뉴트리나
건강백서 건강까지 챙기는 쌀로 만든 껌 120g 4묶음
21,500원
대통령배송
4.6
(1,387)"
네츄럴랩 치카치카 사탕수수껌 S 6개입,네츄럴랩,"3,000원",대통령배송,"4.5
(11)",,https://dogpre.com/product/99063,https://img.funnc.com/mobile/dogpre/product/100/99063_list_L1_01132066.png,"네츄럴랩
네츄럴랩 치카치카 사탕수수껌 S 6개입
3,000원
대통령배송
4.5
(11)"
